
tge, steps_to_convert, formula_res, formula - reference
100000000000, 1000000, 997.6269323493159, -0.0000022301233002508525
100000000000, 10000000, 9976.268245996424, -0.000001667129254201427

1000000000000, 1, 0.000975134543616071, -0.0000015009704026205462
1000000000000, 10, 0.009762120403493488, -0.000004234736693427277
1000000000000, 100, 0.09764814145326683, -0.0000013912570135388158
1000000000000, 1000, 0.9765137394346666, -0.000004952154118442742
1000000000000, 10000, 9.76520743163433, -0.00000284873950207043
1000000000000, 100000, 97.65211741621263, -0.000004079114461319477
1000000000000, 1000000, 976.5212334244466, -0.00000022041331249056384
1000000000000, 10000000, 9765.211289072635, -0.000000646990883979015

10000000000000, 1, 0.000786572615292521, 0.0000015258863205583383
10000000000000, 10, 0.00788188860392438, -0.0000012889661690791004
10000000000000, 100, 0.07885121094124212, 0.0000007436515224862328
10000000000000, 1000, 0.7885282718634203, 0.00000023448024277783475
10000000000000, 10000, 7.885277331150536, 0.000001630215956005543
10000000000000, 100000, 78.85277331150537, 0.000002283467992469923
10000000000000, 1000000, 788.5277007901516, -0.00000014442787232837873
10000000000000, 10000000, 7885.276189003999, 0.0000020881116142845713

100000000000000, 1, 0.000092934093245178, 0.00000006026146947707433
100000000000000, 10, 0.00092934093245178, 0.000000018502545238020633
100000000000000, 100, 0.00929273588905951, -0.0000004884100059093094
100000000000000, 1000, 0.0929327463742615, -0.00000008072854225382731
100000000000000, 10000, 0.9293294840489899, 0.00000004479665338674721
100000000000000, 100000, 9.293292146748064, -0.0000004934388524446831
100000000000000, 1000000, 92.93292483465794, -0.0000003989869128417922
100000000000000, 10000000, 929.3291486781316, -0.0000002704666712816106

1000000000000000, 1, 0.000000000000048293, 0.00000000000000014928045942181372
1000000000000000, 10, 0.000000000000480737, 0.0000000000000001157998406686788
1000000000000000, 100, 0.000000000004805182, 0.00000000000000005799206862025585
1000000000000000, 1000, 0.000000000048050573, 0.00000000000000014891593265407124
1000000000000000, 10000, 0.000000000480503229, 0.00000000000000007615298846818173
1000000000000000, 100000, 0.000000004805030098, -0.00000000000000007047803729360349
1000000000000000, 1000000, 0.000000048050300043, -0.000000000000000009789881072912095
1000000000000000, 10000000, 0.000000480502947747, -0.000000000000000013206196559760203
