
tge, steps_to_convert, formula_res, formula - reference
1000000, 10, 0.009999169684814522, -0.0000008303151854786861
1000000, 100, 0.09999708433181162, -0.000002915668188385734
1000000, 1000, 0.9999977807364482, -0.000002219263551817008
1000000, 10000, 9.999999357299147, -0.0000006427008525378142
1000000, 100000, 99.99999896047512, -0.0000010395248750683095
1000000, 1000000, 999.9999680548167, 0.0000007650970701433835
1000000, 10000000, 9999.998576114014, 0.0000013476601452566683
1000000, 100000000, 99999.87883036434, -0.0000014113611541688442
1000000, 1000000000, 999988.0969554445, 0.000002173474058508873
1000000, 10000000000, 9998811.917879602, 0.0000010989606380462646
1000000, 100000000000, 99881297.78733459, -0.0000018477439880371094
1000000, 1000000000000, 988214113.877203, 0.0000020265579223632813
1000000, 10000000000000, 8900808338.985195, 0
1000000, 100000000000000, 38178194764.18349, 0
1000000, 1000000000000000, 42089715141.62608, 0

10000000, 1, 0.00099668447828162, -0.0000033155217183799147
10000000, 10, 0.009999169684814522, -0.0000008303151854786861
10000000, 100, 0.09999708433181162, -0.000002915668188385734
10000000, 1000, 0.9999977807364482, -0.000002219263551817008
10000000, 10000, 9.999993969815481, -0.0000013572873225342619
10000000, 100000, 99.9999720230568, -0.000004612457217945121
10000000, 1000000, 999.9997471679864, -0.0000004955650183546823
10000000, 10000000, 9999.996431895515, -0.000002683924321900122
10000000, 100000000, 99999.85744744167, -0.0000011564698070287704
10000000, 1000000000, 999987.8831208304, -0.0000006649643182754517
10000000, 10000000000, 9998809.77984055, -0.0000005718320608139038
10000000, 100000000000, 99881276.4298193, -0.000003129243850708008
10000000, 1000000000000, 988213902.5684297, -0.0000002384185791015625
10000000, 10000000000000, 8900806435.734854, -0.0000019073486328125
10000000, 100000000000000, 38178186600.58089, 0.00000762939453125
10000000, 1000000000000000, 42089706141.62725, -0.00000762939453125

100000000, 1, 0.001002071961948007, 0.000002071961948006901
100000000, 10, 0.010004557168480912, 0.000004557168480912033
100000000, 100, 0.100002471815478, 0.0000024718154779945767
100000000, 1000, 1.0000031682201145, 0.000003168220114480036
100000000, 10000, 9.99997780736448, 0.0000011718504620006343
100000000, 100000, 99.99976191119381, 0.0000002289508245212346
100000000, 1000000, 999.9976137244545, 0.0000015749217254779069
100000000, 10000000, 9999.975059747812, 0.00000367304528481327
100000000, 100000000, 99999.64362360245, 0.00000210711732506752
100000000, 1000000000, 999985.7448608881, 0.000001074979081749916
100000000, 10000000000, 9998788.399514642, 0.0000006221234798431396
100000000, 100000000000, 99881062.8549626, -0.000000014901161193847656
100000000, 1000000000000, 988211789.4832343, 0.0000005960464477539063
100000000, 10000000000000, 8900787403.253864, 0.0000057220458984375
100000000, 100000000000000, 38178104964.6509, 0
100000000, 1000000000000000, 42089616141.74488, 0.0000152587890625

1000000000, 1, 0.001002071961948007, 0.000002071961948006901
1000000000, 10, 0.009999169684814522, -0.0000008303151854786861
1000000000, 100, 0.100002471815478, 0.0000024718154779945767
1000000000, 1000, 0.9999762308017827, -0.0000004047122359462918
1000000000, 10000, 9.999767695501491, 0.0000013403613046136797
1000000000, 100000, 99.99762846766191, 0.000002299437610986388
1000000000, 1000000, 999.9762361892662, 0.0000025444062430324266
1000000000, 10000000, 9999.761230521091, 0.0000015491295926040038
1000000000, 100000000, 99997.50535827265, -0.0000015404220903292298
1000000000, 1000000000, 999964.3624985145, -0.0000014855759218335152
1000000000, 10000000000, 9998574.598755388, -0.0000016223639249801636
1000000000, 100000000000, 99878927.13147457, 0.000002592802047729492
1000000000, 1000000000000, 988190658.8797718, 0.0000008344650268554688
1000000000, 10000000000000, 8900597080.682188, 0
1000000000, 100000000000000, 38177288614.95179, 0.00000762939453125
1000000000, 1000000000000000, 42088716153.505424, 0.00000762939453125

10000000000, 1, 0.001002071961948007, 0.000002071961948006901
10000000000, 10, 0.009999169684814522, 0.000003842582010783746
10000000000, 100, 0.09998092188081245, 0.0000042863667937542704
10000000000, 1000, 0.9997661189387935, 0.0000044366958028563275
10000000000, 10000, 9.997623477002271, 0.000001981675168849506
10000000000, 100000, 99.97624554499005, 0.000002554335836180144
10000000000, 1000000, 999.762428512482, 0.000003278837084508268
10000000000, 10000000, 9997.623218403052, 0.000003449780706432648
10000000000, 100000000, 99976.12528019214, -0.0000001816952135413885
10000000000, 1000000000, 999750.5640235525, 0.0000001878943294286728
10000000000, 10000000000, 9996436.842569761, 0.00000433996319770813
10000000000, 100000000000, 99857572.40811515, 0.000002995133399963379
10000000000, 1000000000000, 987979377.6941131, 0.00000095367431640625
10000000000, 10000000000000, 8898694078.779318, 0
10000000000, 100000000000000, 38169126077.96445, 0
10000000000, 1000000000000000, 42079717329.47111, 0

100000000000, 1, 0.00099668447828162, -0.0000033155217183799147
100000000000, 10, 0.009977619750148974, 0.0000009842361302810076
100000000000, 100, 0.09976542253415698, -0.0000009326060299436056
100000000000, 1000, 0.9976326754069041, 0.0000018342854087860516
100000000000, 10000, 9.97627287923238, 0.00000185119499640507
100000000000, 100000, 99.76269646742178, 0.00000020573953918301413
100000000000, 1000000, 997.6269323493159, -0.0000022301233002508525
100000000000, 10000000, 9976.268245996424, -0.000001667129254201427
100000000000, 100000000, 99762.5757770127, -0.0000033611286198720336
100000000000, 1000000000, 997615.0917915886, 0.0000018690479919314384
100000000000, 10000000000, 9975084.403164001, 0.0000004507601261138916
100000000000, 100000000000, 99644276.13087481, 0.0000009834766387939453
100000000000, 1000000000000, 985869048.7709161, 0.0000002384185791015625
100000000000, 10000000000000, 8879686423.440414, -0.0000019073486328125
100000000000, 100000000000000, 38087596632.558815, -0.00000762939453125
100000000000, 1000000000000000, 41989834841.47049, 0.00000762939453125

1000000000000, 1, 0.000975134543616071, -0.0000015009704026205462
1000000000000, 10, 0.009762120403493488, -0.000004234736693427277
1000000000000, 100, 0.09764814145326683, -0.0000013912570135388158
1000000000000, 1000, 0.9765137394346666, -0.000004952154118442742
1000000000000, 10000, 9.76520743163433, -0.00000284873950207043
1000000000000, 100000, 97.65211741621263, -0.000004079114461319477
1000000000000, 1000000, 976.5212334244466, -0.00000022041331249056384
1000000000000, 10000000, 9765.211289072635, -0.000000646990883979015
1000000000000, 100000000, 97652.00848129288, -0.000004688437911681831
1000000000000, 1000000000, 976509.644521469, -0.0000018954742699861526
1000000000000, 10000000000, 9764052.493594585, -0.000003546476364135742
1000000000000, 100000000000, 97536211.57534868, -0.0000017881393432617188
1000000000000, 1000000000000, 965012099.6435235, -0.000004649162292480469
1000000000000, 10000000000000, 8691828646.353561, 0
1000000000000, 100000000000000, 37281819165.115204, -0.0000152587890625
1000000000000, 1000000000000000, 41101502004.3176, -0.00000762939453125

10000000000000, 1, 0.000786572615292521, 0.0000015258863205583383
10000000000000, 10, 0.00788188860392438, -0.0000012889661690791004
10000000000000, 100, 0.07885121094124212, 0.0000007436515224862328
10000000000000, 1000, 0.7885282718634203, 0.00000023448024277783475
10000000000000, 10000, 7.885277331150536, 0.000001630215956005543
10000000000000, 100000, 78.85277331150537, 0.000002283467992469923
10000000000000, 1000000, 788.5277007901516, -0.00000014442787232837873
10000000000000, 10000000, 7885.276189003999, 0.0000020881116142845713
10000000000000, 100000000, 78852.67758669557, 0.0000025834160624071956
10000000000000, 1000000000, 788518.34541399, 0.000002774992026388645
10000000000000, 10000000000, 7884340.477275138, -0.000000562518835067749
10000000000000, 100000000000, 78759173.14332215, -0.00000028312206268310547
10000000000000, 1000000000000, 779234233.2520357, 0.0000029802322387695313
10000000000000, 10000000000000, 7018534206.256363, -0.00000095367431640625
10000000000000, 100000000000000, 30104565302.44643, 0.000003814697265625
10000000000000, 1000000000000000, 33188907591.59628, 0

100000000000000, 1, 0.000092934093245178, 0.00000006026146947707433
100000000000000, 10, 0.00092934093245178, 0.000000018502545238020633
100000000000000, 100, 0.00929273588905951, -0.0000004884100059093094
100000000000000, 1000, 0.0929327463742615, -0.00000008072854225382731
100000000000000, 10000, 0.9293294840489899, 0.00000004479665338674721
100000000000000, 100000, 9.293292146748064, -0.0000004934388524446831
100000000000000, 1000000, 92.93292483465794, -0.0000003989869128417922
100000000000000, 10000000, 929.3291486781316, -0.0000002704666712816106
100000000000000, 100000000, 9293.281552261435, -0.00000030865885491948575
100000000000000, 1000000000, 92931.82194334698, 0.000000005864421837031841
100000000000000, 10000000000, 929218.8693354185, -0.0000004461035132408142
100000000000000, 100000000000, 9282261.468661632, -0.00000016577541828155518
100000000000000, 1000000000000, 91837631.22061756, -0.00000043213367462158203
100000000000000, 10000000000000, 827178181.6533573, -0.00000011920928955078125
100000000000000, 100000000000000, 3548011430.0995674, -0.000000476837158203125
100000000000000, 1000000000000000, 3911520472.209996, -0.000000476837158203125

1000000000000000, 1, 0.000000000000048293, 0.00000000000000014928045942181372
1000000000000000, 10, 0.000000000000480737, 0.0000000000000001157998406686788
1000000000000000, 100, 0.000000000004805182, 0.00000000000000005799206862025585
1000000000000000, 1000, 0.000000000048050573, 0.00000000000000014891593265407124
1000000000000000, 10000, 0.000000000480503229, 0.00000000000000007615298846818173
1000000000000000, 100000, 0.000000004805030098, -0.00000000000000007047803729360349
1000000000000000, 1000000, 0.000000048050300043, -0.000000000000000009789881072912095
1000000000000000, 10000000, 0.000000480502947747, -0.000000000000000013206196559760203
1000000000000000, 100000000, 0.000004805024340511, 0.00000000000000014301134874852156
1000000000000000, 1000000000, 0.000048049729679858, 0.0000000000000001294266343404571
1000000000000000, 10000000000, 0.000480445928544107, -0.00000000000000003848917712323541
1000000000000000, 100000000000, 0.004799326485362552, -0.00000000000000007632783294297951
1000000000000000, 1000000000000, 0.04748398624172934, -0.00000000000000003469446951953614
1000000000000000, 10000000000000, 0.4276865253931824, 0.0000000000000002220446049250313
1000000000000000, 100000000000000, 1.834473773911129, -0.0000000000000002220446049250313
1000000000000000, 1000000000000000, 2.022423507858977, 0
